name,code,color,height,img_name,price,country
ОСЛО BLACK-OUT,1608,св. серый,220,13031422966dffc94628daa04eb8c58b.jpg,1465.28,КИТАЙ
ОСЛО BLACK-OUT,2259,магнолия,220,d5c7457f178f349b12f0cfe33e401df2.jpg,1465.28,КИТАЙ
ОСЛО BLACK-OUT,2261,св. бежевый,220,111afd5551a36ae76270596854a61d03.jpg,1465.28,КИТАЙ
ПАЛЬМА,2871,коричневый,235,47a019c9148e9c7896df7f0457952e0a.jpg,2533.12,ГЕРМАНИЯ
ПАНАМА,2261,бежевый,200,a34662a6e7a10fe81ebd6ce0db4be5c1.jpg,2658.54,ГЕРМАНИЯ
ПАРИЖ,2261,светло-бежевый,200,522b638432b7908aeacafdbd01def400.png,1944.68,ГЕРМАНИЯ
ПЕРГОЛА,2746,бежевый,300,ce5f5cc92148e103510adeaebb0c8445.jpg,3050.94,ТУРЦИЯ
ПЕРЛ,221,молочный белый,250,80c44b7d6e378c8876bf308640c7eb14.jpg,1639.39,ТУРЦИЯ
ПЕРЛ,225,белый,250,c530b0253e3eb3d48db911c83472b5c2.png,1639.39,ТУРЦИЯ
ПЕРЛ,1852,серый,250,35954720a398f86b6c0161d1214bf4a0.png,1639.39,ТУРЦИЯ
ПЕРЛ,1854,графит,250,241b797003a9bff23e246e9065fcbc9a.jpg,1639.39,ТУРЦИЯ
ПЕРЛ,2258,серо-коричневый,250,3b8a3fd894a8e35bf658cb6e200b2bca.jpg,1639.39,ТУРЦИЯ
ПЕРЛ,2261,св. бежевый,250,6a4d30ad9da497c776f03ff7c23012ad.jpg,1639.39,ТУРЦИЯ
ПЕРЛ,2270,песочный,250,976cbf0bc194e8443bdaf897078f742a.jpg,1639.39,ТУРЦИЯ
ПЕРЛ,2868,св. коричневый,250,3f0000ef79380d2f3ca3e07d7714a609.jpg,1639.39,ТУРЦИЯ
ПЕРЛ,4063,персиковый,250,43ae98056bd4e574f6e4ce551d6abd22.jpg,1639.39,ТУРЦИЯ
