ID,Type,Name,Published,Visibility in catalog,Description,Tax status,Tax class,In stock?,Regular price,Categories,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
2153,variable,БУХАРА BLACK-OUT,1,visible,Рулонные жалюзи БУХАРА BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/88139f9c75eb5ca837620b788cdda6dc.jpg,,цвет,"серебро, золото",1,0,серебро,Ширина рулона (м),2.1,1,0,Страна,ТУРЦИЯ,1,0,price,2641.36,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2154,variation,БУХАРА BLACK-OUT - серебро,1,visible,7013,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/88139f9c75eb5ca837620b788cdda6dc.jpg,id:2153,цвет,серебро,,0,,,,,,,,,,,,,,,,,,,,,
2156,variation,БУХАРА BLACK-OUT - золото,1,visible,7122,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/108d4555003ce6974095821dec6730dc.jpg,id:2153,цвет,золото,,0,,,,,,,,,,,,,,,,,,,,,
2157,simple,БЬЯНКА,1,visible,Рулонные жалюзи БЬЯНКА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8610877489796df5719efc8690c2c97d.jpg,,цвет,белый,1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,1590.58,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2159,variable,ВЕНЕЦИЯ,1,visible,Рулонные жалюзи ВЕНЕЦИЯ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/5aa1799127024803dec36fa1b0778528.jpg,,цвет,"белый, серый",1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,3058.17,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2160,variation,ВЕНЕЦИЯ - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/5aa1799127024803dec36fa1b0778528.jpg,id:2159,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2162,variation,ВЕНЕЦИЯ - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/b3a3f10491f576dcbcdcfd6ed9c7436b.jpg,id:2159,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2163,simple,ВИНТАЖ,1,visible,Рулонные жалюзи ВИНТАЖ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a044cef9e57609b03b154952c5fd4cca.jpg,,цвет,белый,1,0,белый,Ширина рулона (м),2.0,1,0,Страна,ТУРЦИЯ,1,0,price,1366.55,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2165,simple,ВУАЛЬ,1,visible,Рулонные жалюзи ВУАЛЬ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d489c08997db2a1b2464de21df145a2d.png,,цвет,белый,1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,1916.92,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2167,variable,ГАВАНА,1,visible,Рулонные жалюзи ГАВАНА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8c8c0b1978a7122ae2c3f498a5208969.png,,цвет,"светло-бежевый, терракота",1,0,светло-бежевый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,3910.66,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2168,variation,ГАВАНА - светло-бежевый,1,visible,2259,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8c8c0b1978a7122ae2c3f498a5208969.png,id:2167,цвет,светло-бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2170,variation,ГАВАНА - терракота,1,visible,4300,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/c5dcf84b92924289ffbef398a84f1a81.png,id:2167,цвет,терракота,,0,,,,,,,,,,,,,,,,,,,,,
2171,variable,ГАРМОНИЯ,1,visible,Рулонные жалюзи ГАРМОНИЯ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/19806920e9c49e1ed6db655df4a8069a.jpg,,цвет,"белый, кремовый, св.коричневый, терракота",1,0,белый,Ширина рулона (м),1.8,1,0,Страна,ТАЙВАНЬ,1,0,price,728.30,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2172,variation,ГАРМОНИЯ - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/19806920e9c49e1ed6db655df4a8069a.jpg,id:2171,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2174,variation,ГАРМОНИЯ - кремовый,1,visible,2550,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/0b97a658742ca62753f3c68cba3b7ebe.jpg,id:2171,цвет,кремовый,,0,,,,,,,,,,,,,,,,,,,,,
2176,variation,ГАРМОНИЯ - св.коричневый,1,visible,2850,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/322dc7e4275781b3fc6a01971a966d72.jpg,id:2171,цвет,св.коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2178,variation,ГАРМОНИЯ - терракота,1,visible,4300,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/2245072ddcdc5ae875c2799ef2907e89.jpg,id:2171,цвет,терракота,,0,,,,,,,,,,,,,,,,,,,,,
2179,variable,ГЛИТТЕР,1,visible,Рулонные жалюзи ГЛИТТЕР,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/725ccda0e5048053b24710e43dd660a4.jpg,,цвет,"белый, серый, графит, бежевый",1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,2930.99,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2180,variation,ГЛИТТЕР - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/725ccda0e5048053b24710e43dd660a4.jpg,id:2179,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2182,variation,ГЛИТТЕР - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/0d0fd902efbf0caac6ddfa323a1bc021.jpg,id:2179,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2184,variation,ГЛИТТЕР - графит,1,visible,1854,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/c58e4246dbcfbfb27ac6215a948e4912.jpg,id:2179,цвет,графит,,0,,,,,,,,,,,,,,,,,,,,,
2186,variation,ГЛИТТЕР - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/fb877704a4cad1f07f322b6d05073744.jpg,id:2179,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2187,variable,ГЛИТТЕР BLACK-OUT,1,visible,Рулонные жалюзи ГЛИТТЕР BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/471fb21d57a0a188631a94efaff75834.jpg,,цвет,"белый, серый, бежевый",1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,3645.12,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2188,variation,ГЛИТТЕР BLACK-OUT - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/471fb21d57a0a188631a94efaff75834.jpg,id:2187,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2190,variation,ГЛИТТЕР BLACK-OUT - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/238a07e6a219c0edb51952066a736fa3.jpg,id:2187,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2192,variation,ГЛИТТЕР BLACK-OUT - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/66ba19d1f58ff738639062e1917bd0ae.jpg,id:2187,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2193,variable,ГУАНА,1,visible,Рулонные жалюзи ГУАНА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/38dddac6c59ac115c97cabe9d23476e4.jpg,,цвет,"св. серый, магнолия, бежевый",1,0,св. серый,Ширина рулона (м),2.0,1,0,Страна,ТУРЦИЯ,1,0,price,1516.65,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2194,variation,ГУАНА - св. серый,1,visible,1608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/38dddac6c59ac115c97cabe9d23476e4.jpg,id:2193,цвет,св. серый,,0,,,,,,,,,,,,,,,,,,,,,
2196,variation,ГУАНА - магнолия,1,visible,2259,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8be9986a0c2c9fd8ac86b62ae32df2c3.jpg,id:2193,цвет,магнолия,,0,,,,,,,,,,,,,,,,,,,,,
2198,variation,ГУАНА - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/72a9aa9cfa65a13b97d32bc2f1215c16.jpg,id:2193,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2199,variable,ДАЛЛАС,1,visible,Рулонные жалюзи ДАЛЛАС,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/70cb14cd73901339b944cf5f65783418.jpg,,цвет,"белый, серый",1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,2539.44,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2200,variation,ДАЛЛАС - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/70cb14cd73901339b944cf5f65783418.jpg,id:2199,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2202,variation,ДАЛЛАС - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/14a053c953a051b80c50c3499afdcfaf.jpg,id:2199,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2203,simple,ДЕОН,1,visible,Рулонные жалюзи ДЕОН,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/60930e645e93df758b241f5f53cdcf4f.jpg,,цвет,т. синий,1,0,т. синий,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,2838.69,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2205,simple,ДЖУНГЛИ,1,visible,Рулонные жалюзи ДЖУНГЛИ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/7269b99fa59a02c8a6b2f071145649ec.jpg,,цвет,белый,1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,2497.30,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2207,variable,ЖЕМЧУГ,1,visible,Рулонные жалюзи ЖЕМЧУГ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/23daff09b3fc7321932dcfe4f32c168e.jpg,,цвет,"бежевый, золотистый, персиковый, лиловый, оливковый",1,0,бежевый,Ширина рулона (м),2.0,1,0,Страна,ГЕРМАНИЯ,1,0,price,1601.69,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2208,variation,ЖЕМЧУГ - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/23daff09b3fc7321932dcfe4f32c168e.jpg,id:2207,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2210,variation,ЖЕМЧУГ - золотистый,1,visible,3465,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/92d09eb1d0189ebc9ee7040a18fb8456.jpg,id:2207,цвет,золотистый,,0,,,,,,,,,,,,,,,,,,,,,
2212,variation,ЖЕМЧУГ - персиковый,1,visible,4063,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/2c32a7aca912886f6d9fed358da58f6d.jpg,id:2207,цвет,персиковый,,0,,,,,,,,,,,,,,,,,,,,,
2214,variation,ЖЕМЧУГ - лиловый,1,visible,4284,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/f68faecbaf6b7022fd79612f3c8d3c6e.jpg,id:2207,цвет,лиловый,,0,,,,,,,,,,,,,,,,,,,,,
2216,variation,ЖЕМЧУГ - оливковый,1,visible,5540,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/923c8810321f10a30d81d320cbc351d8.jpg,id:2207,цвет,оливковый,,0,,,,,,,,,,,,,,,,,,,,,
2217,variable,ИМПАЛА,1,visible,Рулонные жалюзи ИМПАЛА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4410d7b987adf89ebd1af4611d05c276.jpg,,цвет,"св. бежевый, бежевый, красный, зеленый",1,0,св. бежевый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,2954.59,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2218,variation,ИМПАЛА - св. бежевый,1,visible,2259,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4410d7b987adf89ebd1af4611d05c276.jpg,id:2217,цвет,св. бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2220,variation,ИМПАЛА - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/1bf3a1b0c37e56f13be16479db69f209.jpg,id:2217,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2222,variation,ИМПАЛА - красный,1,visible,4071,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/71eaae3b3f3ea6ae2c9e4523c1b12891.jpg,id:2217,цвет,красный,,0,,,,,,,,,,,,,,,,,,,,,
2224,variation,ИМПАЛА - зеленый,1,visible,5850,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/29fe2241bf95c485d58b346737763b81.jpg,id:2217,цвет,зеленый,,0,,,,,,,,,,,,,,,,,,,,,
2225,simple,ИМПАЛА BLACK-OUT,1,visible,Рулонные жалюзи ИМПАЛА BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8ec065b2cfb3ed8d3527ac578293ad3a.jpg,,цвет,бежевый,1,0,бежевый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,4153.31,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2227,variable,КАЛИПСО,1,visible,Рулонные жалюзи КАЛИПСО,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8dab278ad7e8e9603b745d767634b7b5.jpg,,цвет,"белый, слоновая кость, бежевый, коричневый",1,0,белый,Ширина рулона (м),2.0,1,0,Страна,ГЕРМАНИЯ,1,0,price,2590.17,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2228,variation,КАЛИПСО - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8dab278ad7e8e9603b745d767634b7b5.jpg,id:2227,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2230,variation,КАЛИПСО - слоновая кость,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4fa337efe09e7867492c4877cb448023.jpg,id:2227,цвет,слоновая кость,,0,,,,,,,,,,,,,,,,,,,,,
2232,variation,КАЛИПСО - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/493db9743267622e68262fabc0f52178.jpg,id:2227,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2234,variation,КАЛИПСО - коричневый,1,visible,2871,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/ef75c6f73522dd600c9d2b2def1c5d3f.jpg,id:2227,цвет,коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2235,variable,КАМЕЛИЯ,1,visible,Рулонные жалюзи КАМЕЛИЯ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a938c7b63698d9342301fcdd67e0ea75.jpg,,цвет,"св. серый, св.бежевый, розовый, персик",1,0,св. серый,Ширина рулона (м),2.8,1,0,Страна,КИТАЙ,1,0,price,1566.91,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2236,variation,КАМЕЛИЯ - св. серый,1,visible,1608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a938c7b63698d9342301fcdd67e0ea75.jpg,id:2235,цвет,св. серый,,0,,,,,,,,,,,,,,,,,,,,,
2238,variation,КАМЕЛИЯ - св.бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/554822173fa846e5e8d08c6bf49bcf79.jpg,id:2235,цвет,св.бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2240,variation,КАМЕЛИЯ - розовый,1,visible,4059,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/08139017d3b30331c8dfd27b3c2629a8.jpg,id:2235,цвет,розовый,,0,,,,,,,,,,,,,,,,,,,,,
2242,variation,КАМЕЛИЯ - персик,1,visible,4240,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4237cad430b4c193a674dca80a388a19.jpg,id:2235,цвет,персик,,0,,,,,,,,,,,,,,,,,,,,,
2243,variable,КАПУР,1,visible,Рулонные жалюзи КАПУР,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4f1be251b7117da1e1cc54c81f64254b.png,,цвет,"белый, коричневый",1,0,белый,Ширина рулона (м),2.0,1,0,Страна,ГЕРМАНИЯ,1,0,price,2342.89,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2244,variation,КАПУР - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4f1be251b7117da1e1cc54c81f64254b.png,id:2243,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2246,variation,КАПУР - коричневый,1,visible,2870,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/e02e5de222efef38f557bbd057aa51d0.png,id:2243,цвет,коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2247,variable,КАРОЛИНА,1,visible,Рулонные жалюзи КАРОЛИНА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a46d77db150d1882e285a8dbe4396950.jpg,,цвет,"белый, серый, бежевый",1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,3080.73,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2248,variation,КАРОЛИНА - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a46d77db150d1882e285a8dbe4396950.jpg,id:2247,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2250,variation,КАРОЛИНА - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/cd3774bd8be90931a11055488363e583.jpg,id:2247,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2252,variation,КАРОЛИНА - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/f30e4b040ccacb74a26dea47acb8e331.jpg,id:2247,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2253,simple,КОНГО BLACK-OUT,1,visible,Рулонные жалюзи КОНГО BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/5bfe3fc3ad5ea54fd1ec0e0f11df47a3.jpg,,цвет,серый,1,0,серый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,4580.86,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2255,variable,КРИС BLACK-OUT,1,visible,Рулонные жалюзи КРИС BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/5c5d7a362b3af4009c50b87b84ef7214.jpg,,цвет,"белый, магнолия, бежевый",1,0,белый,Ширина рулона (м),2.2,1,0,Страна,КИТАЙ,1,0,price,1072.23,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2256,variation,КРИС BLACK-OUT - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/5c5d7a362b3af4009c50b87b84ef7214.jpg,id:2255,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2258,variation,КРИС BLACK-OUT - магнолия,1,visible,2259,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/ad064dc194a5bf3bf9dc9152756608ea.jpg,id:2255,цвет,магнолия,,0,,,,,,,,,,,,,,,,,,,,,
2260,variation,КРИС BLACK-OUT - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/c60c0cd51dc030b12dad6d61306d9337.jpg,id:2255,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2261,variable,ЛЁН,1,visible,Рулонные жалюзи ЛЁН,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8b56e0146b51b5fc30cad843725d515e.jpg,,цвет,"белый, бежевый, т.бежевый",1,0,белый,Ширина рулона (м),2.0,1,0,Страна,КИТАЙ,1,0,price,825.60,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2262,variation,ЛЁН - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8b56e0146b51b5fc30cad843725d515e.jpg,id:2261,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2264,variation,ЛЁН - бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/e0aa42e4c5ca2055394c9ad6a50cf021.jpg,id:2261,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2266,variation,ЛЁН - т.бежевый,1,visible,2746,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a5546e2ac25c052f2ea36dd8c9666ae4.jpg,id:2261,цвет,т.бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2267,variable,ЛЁН BLACK-OUT,1,visible,Рулонные жалюзи ЛЁН BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/acf143874e1027c912b981ae0936873f.jpg,,цвет,"бежевый, т.бежевый",1,0,бежевый,Ширина рулона (м),2.0,1,0,Страна,КИТАЙ,1,0,price,1559.56,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2268,variation,ЛЁН BLACK-OUT - бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/acf143874e1027c912b981ae0936873f.jpg,id:2267,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2270,variation,ЛЁН BLACK-OUT - т.бежевый,1,visible,2746,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/afd495b9aae074f9b4a60ea90c208d0f.jpg,id:2267,цвет,т.бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2271,variable,ЛИМА,1,visible,Рулонные жалюзи ЛИМА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a40fcbc10e1b2f9fe2b8586009d1cefb.jpg,,цвет,"т.бежевый, лиловый",1,0,т.бежевый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,1846.42,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2272,variation,ЛИМА - т.бежевый,1,visible,2747,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a40fcbc10e1b2f9fe2b8586009d1cefb.jpg,id:2271,цвет,т.бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2274,variation,ЛИМА - лиловый,1,visible,4858,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/b9925a8bb64fe0b18201eb3d5b5245f1.jpg,id:2271,цвет,лиловый,,0,,,,,,,,,,,,,,,,,,,,,
2275,variable,ЛИМА ПЕРЛА,1,visible,Рулонные жалюзи ЛИМА ПЕРЛА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/53b651924194bec18f4e2c970aed0793.png,,цвет,"белый, серый, св.бежевый, т.бежевый",1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,2449.80,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
